Playlist Name,Song,Artist,Full Artist,Album
Can't get off this,Tumhe Kitna Pyaar Karte,Mithoon,"Mithoon, Arijit Singh, Manoj Muntashir","Tumhe Kitna Pyaar Karte (From ""Bawaal"")"
Can't get off this,Pyar Ho,Vishal Mishra,"Vishal Mishra, Sunidhi Chauhan",Munna Michael (Original Motion Picture Soundtrack)
Can't get off this,Le Aaunga,Tanishk Bagchi,"Tanishk Bagchi, Arijit Singh",Satyaprem Ki Katha
Can't get off this,Le Aaunga,Tanishk Bagchi,"Tanishk Bagchi, Arijit Singh","Le Aaunga (From ""Satyaprem Ki Katha"")"
Can't get off this,Agar Ho Tum,Tanishk Bagchi,"Tanishk Bagchi, Kausar Munir, Jubin Nautiyal","Agar Ho Tum (From ""Mr. And Mrs. Mahi"")"
Can't get off this,Tu Mil Gaya,Tanishk Bagchi,"Tanishk Bagchi, Jubin Nautiyal, Tulsi Kumar, Shloke Lal","Tu Mil Gaya (From ""Srikanth"")"
Can't get off this,Tere Naina,Shankar Mahadevan,"Shankar Mahadevan, Shreya Ghoshal",Chandni Chowk To China
Raps⚡,Mirchi,DIVINE,"DIVINE, MC Altaf, Stylo G, Phenom",Punya Paap
Raps⚡,Mere Gully Mein,DIVINE,"DIVINE, Naezy",Mere Gully Mein (feat. Naezy)
Raps⚡,Apna Time Aa Gaya,Kavira,"Kavira, Vinnie",Apna Time Aa Gaya
Raps⚡,Machayenge,Emiway Bantai,Emiway Bantai,Machayenge
Raps⚡,Khatam Hue Waande,Emiway Bantai,Emiway Bantai,Khatam Hue Waande
Raps⚡,Firse Machayenge,Emiway Bantai,Emiway Bantai,Firse Machayenge
Raps⚡,Ring Ring,Emiway Bantai,"Emiway Bantai, Meme Machine",Ring Ring
Raps⚡,Samajh mein aaya kya?,Emiway Bantai,Emiway Bantai,Samajh mein aaya kya?
Raps⚡,Voodoo,Badshah,"Badshah, J Balvin, Tainy, Lil Baby","Voodoo (with J Balvin, Tainy & Lil Baby)"
Raps⚡,Kudi Chamkeeli,Yo Yo Honey Singh,Yo Yo Honey Singh,"Kudi Chamkeeli (From ""Selfiee"")"
Dil Ka Sukoon,Zehnaseeb,Vishal-Shekhar,"Vishal-Shekhar, Chinmayi, Shekhar Ravjiani",Hasee Toh Phasee (Original Motion Picture Soundtrack)
Dil Ka Sukoon,In Dino,Pritam,"Pritam, Soham, Sayeed Quadri",Life In A Metro (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Raanjhanaa,A.R. Rahman,"A.R. Rahman, Jaswinder Singh, Shiraz Uppal",Raanjhanaa (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Raataan Lambiyan,Tanishk Bagchi,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",Shershaah (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Tera Chehra,Himesh Reshammiya,"Himesh Reshammiya, Arijit Singh",Sanam Teri Kasam (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Ranjha,Jasleen Royal,"Jasleen Royal, B Praak, Romy",Shershaah (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Aashiq Tera,Sohail Sen,"Sohail Sen, Mudassar Aziz, Altamash Faridi",Happy Bhag Jayegi (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Dekhha Tenu,Mohammad Faiz,"Mohammad Faiz, Jaani","Dekhha Tenu (From ""Mr. And Mrs. Mahi"")"
Dil Ka Sukoon,RAINA,Shekhar Ravjiani,"Shekhar Ravjiani, Arijit Singh, Priya Saraiya",RAINA
Dil Ka Sukoon,Hawayein,Pritam,"Pritam, Arijit Singh","Hawayein (From ""Jab Harry Met Sejal"")"
Dil Ka Sukoon,Tere Bina,A.R. Rahman,"A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan",Guru (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Kesariya,Pritam,"Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")"
Dil Ka Sukoon,Saibo,Sachin-Jigar,"Sachin-Jigar, Shreya Ghoshal, Tochi Raina",Shor in the City (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Bin Tere,Vishal-Shekhar,"Vishal-Shekhar, Shafqat Amanat Ali, Sunidhi Chauhan",I Hate Luv Storys (Original Motion Picture Soundtrack)
Dil Ka Sukoon,"Bolna "")",Tanishk Bagchi,"Tanishk Bagchi, Arijit Singh, Asees Kaur","Bolna (From ""Kapoor & Sons (Since 1921)"")"
Dil Ka Sukoon,Ishq Bulaava,Vishal-Shekhar,"Vishal-Shekhar, Sanam Puri, Shipra Goyal",Hasee Toh Phasee (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Jeena Jeena,Sachin-Jigar,"Sachin-Jigar, Atif Aslam, Priya Saraiya",Badlapur (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Bahara,Vishal-Shekhar,"Vishal-Shekhar, Shreya Ghoshal, Sona Mohapatra",I Hate Luv Storys (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Tu Hain Toh,Bunny,"Bunny, Hunny, Sagar",Mr. And Mrs. Mahi (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Dil Ibaadat,Pritam,"Pritam, KK, Sayeed Quadri",Tum Mile (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Shayad,Pritam,"Pritam, Arijit Singh",Love Aaj Kal (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Pal,Javed-Mohsin,"Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole",Jalebi (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Teri Deewani,Kailash Kher,"Kailash Kher, Paresh Kamath, Naresh Kamath",Kailasa
Dil Ka Sukoon,Chor Bazaari,Pritam,"Pritam, Neeraj Shridhar, Sunidhi Chauhan, Irshad Kamil",Love Aaj Kal (Original Motion Picture Soundtrack)
Dil Ka Sukoon,O Rangrez,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali",Bhaag Milkha Bhaag (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Ishq Di Baajiyaan,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Diljit Dosanjh",Soorma (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Jo Tere Sang,Jeet Gannguli,"Jeet Gannguli, Mustafa Zahid, Sayeed Quadri",Blood Money (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Tum Tak,A.R. Rahman,"A.R. Rahman, Javed Ali, KIRTI SAGATHIA, Pooja AV",Raanjhanaa (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Saiyyan,Kailash Kher,"Kailash Kher, Paresh Kamath, Naresh Kamath",Jhoomo Re
Dil Ka Sukoon,Zara Sa,Pritam,"Pritam, KK, Sayeed Quadri",Jannat (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Hasi,Ami Mishra,"Ami Mishra, Kunaal Vermaa",Hamari Adhuri Kahani (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Mehrama,Pritam,"Pritam, Darshan Raval, Antara Mitra",Love Aaj Kal (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Sanam Teri Kasam,Himesh Reshammiya,"Himesh Reshammiya, Ankit Tiwari, Palak Muchhal",Sanam Teri Kasam (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Ae Dil Hai Mushkil Title Track,Pritam,"Pritam, Arijit Singh",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]
Dil Ka Sukoon,Samjhawan,Jawad Ahmad,"Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Mann Mera,Gajendra Verma,Gajendra Verma,Table No. 21 (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Mitwa,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Tum Mile,Pritam,"Pritam, Neeraj Shridhar",Tum Mile (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Tu Hi Haqeeqat,Pritam,"Pritam, Javed Ali, Irshan Ashraf, Shadab, Sayeed Quadri",Tum Mile (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Mere Bina,Pritam,"Pritam, Nikhil D'Souza",Crook (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Channa Mereya,Pritam,"Pritam, Arijit Singh",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]
Dil Ka Sukoon,Tere Naina,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Shafqat Amanat Ali",My Name Is Khan (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Tu Hi Mera,Pritam,"Pritam, Shafqat Amanat Ali, Sayeed Quadri",Jannat 2 (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Iktara,Amit Trivedi,"Amit Trivedi, Kavita Seth, Amitabh Bhattacharya",Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition]
Dil Ka Sukoon,Khamoshiyan,Jeet Gannguli,"Jeet Gannguli, Arijit Singh, Rashmi Virag",Khamoshiyan (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Ishq Wala Love,Vishal-Shekhar,"Vishal-Shekhar, Shekhar Ravjiani, Salim Merchant, Neeti Mohan",Student of the Year (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Pani Da Rang,Ayushmann Khurrana,"Ayushmann Khurrana, Rochak Kohli",Vicky Donor (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Enna Sona,A.R. Rahman,"A.R. Rahman, Arijit Singh",OK Jaanu (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Abhi Mujh Mein Kahin,Ajay-Atul,"Ajay-Atul, Sonu Nigam",Agneepath (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Bulleya,Pritam,"Pritam, Amit Mishra, Shilpa Rao",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]
Dil Ka Sukoon,Dooriyan,Pritam,"Pritam, Mohit Chauhan, Irshad Kamil",Love Aaj Kal (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Hamari Adhuri Kahani,Jeet Gannguli,"Jeet Gannguli, Arijit Singh, Rashmi Virag",Hamari Adhuri Kahani (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Luka Chuppi,A.R. Rahman,"A.R. Rahman, Lata Mangeshkar",Rang De Basanti (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Laal Ishq,Sanjay Leela Bhansali,"Sanjay Leela Bhansali, Arijit Singh, Siddharth - Garima",Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Humnava,Mithoon,"Mithoon, Papon, Sayeed Quadri","Humnava (From ""Hamari Adhuri Kahani"")"
Dil Ka Sukoon,Kyon,Pritam,"Pritam, Papon, Sunidhi Chauhan",Barfi! (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Sapna Jahan,Ajay-Atul,"Ajay-Atul, Sonu Nigam, Neeti Mohan","Sapna Jahan (From ""Brothers"")"
Dil Ka Sukoon,Baatein Ye Kabhi Na,Jeet Gannguli,"Jeet Gannguli, Arijit Singh, Sayeed Quadri",Khamoshiyan (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Aayat,Arijit Singh,"Arijit Singh, Mujtaba Aziz Naza, Altamash Faridi, Farhan Sabri, A.M. Turaz, Nasir Faraaz",Bajirao Mastani (Original Motion Picture Soundtrack)
Dil Ka Sukoon,Bandeya,Shaarib Toshi,"Shaarib Toshi, Arijit Singh","Bandeya (From ""Dil Juunglee"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",,,,
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Judaiyaan,Darshan Raval,"Darshan Raval, Shreya Ghoshal",Judaiyaan
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Ek Tarfa 2.0,Darshan Raval,Darshan Raval,Classics
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Ae Dil Hai Mushkil Title Track,Pritam,"Pritam, Arijit Singh","Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",,,,
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Bhula Dunga,Darshan Raval,Darshan Raval,Bhula Dunga
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",,,,
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Mujhe Peene Do,Darshan Raval,Darshan Raval,Mujhe Peene Do
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Tera Zikr,Darshan Raval,Darshan Raval,Tera Zikr
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",,,,
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Ghalat Fehmi,Asim Azhar,"Asim Azhar, Zenab Fatimah Sultan","Ghalat Fehmi (From ""Superstar"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Asal Mein,Darshan Raval,Darshan Raval,Asal Mein
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Baarish Lete Aana,Darshan Raval,Darshan Raval,Baarish Lete Aana
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Humnava Mere,Jubin Nautiyal,"Jubin Nautiyal, Manoj Muntashir",Humnava Mere
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",,,,
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Tum Hi Aana,Payal Dev,"Payal Dev, Jubin Nautiyal, Kunaal Vermaa","Tum Hi Aana (From ""Marjaavaan"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Lambiyaan Si Judaiyaan,Arijit Singh,"Arijit Singh, Shadab, Altamash Faridi",Best Of Arijit Singh - Revisited
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Waareya,Vibhor Parashar,"Vibhor Parashar, Javed-Mohsin","Waareya (Male Solo Version / From ""Suraj Pe Mangal Bhari"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Bhula Diya,Darshan Raval,Darshan Raval,Bhula Diya
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Kabhii Tumhhe,Javed-Mohsin,"Javed-Mohsin, Darshan Raval, Rashmi Virag",Shershaah (Original Motion Picture Soundtrack)
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Lo Aayi Barsaat,Darshan Raval,Darshan Raval,Lo Aayi Barsaat
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Baarishon Mein,Darshan Raval,Darshan Raval,Baarishon Mein
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Main Woh Chaand,Darshan Raval,Darshan Raval,Teraa Surroor
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Ek Tarfa,Darshan Raval,Darshan Raval,Ek Tarfa - Reprise
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Chal Wahan Jaate Hain,Arijit Singh,Arijit Singh,Groove With Arijit Singh
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Chale Jaana Phir,Denny,"Denny, Rahul Mishra, Kunaal Vermaa",Chale Jaana Phir (Humko Tere Bina)
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Na Door Hai Na Paas Hai,Pritam,"Pritam, Kausar Munir, Darshan Raval",Chandu Champion
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Baaton Ko Teri,Arijit Singh,"Arijit Singh, Himesh Reshammiya, Shabbir Ahmed",All Is Well
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Main Dhoondne Ko Zamaane Mein,Arijit Singh,Arijit Singh,Arijit Singh Broken Strings
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Raanjhan,Sachet-Parampara,"Sachet-Parampara, Parampara Tandon, Kausar Munir","Raanjhan (From ""Do Patti"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Bekhayali,Sachet Tandon,"Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Galliyan,Ankit Tiwari,"Ankit Tiwari, Manoj Muntashir",Ek Villain
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Thodi Jagah,Arijit Singh,"Arijit Singh, Tanishk Bagchi, Rashmi Virag","Thodi Jagah (From ""Marjaavaan"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Judaai,Sachin-Jigar,"Sachin-Jigar, Rekha Bhardwaj, Arijit Singh, Priya Saraiya",Badlapur (Original Motion Picture Soundtrack)
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Teri Meri,Rahat Fateh Ali Khan,"Rahat Fateh Ali Khan, Shreya Ghoshal",Bodyguard
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Zaroori Tha,Rahat Fateh Ali Khan,Rahat Fateh Ali Khan,Back 2 Love
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Dard Dilo Ke,Mohammed Irfan,Mohammed Irfan,Harmonious Himesh - 101 Hits
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Baatein Ye Kabhi Na,Jeet Gannguli,"Jeet Gannguli, Arijit Singh, Sayeed Quadri",Khamoshiyan (Original Motion Picture Soundtrack)
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Hai Dil Ye Mera,Arijit Singh,Arijit Singh,Hate Story 2
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Kya Kar Diya,Vishal Mishra,Vishal Mishra,Kya Kar Diya
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Dil,Kaushik-Guddu,"Kaushik-Guddu, Raghav Chaitanya, Kunaal Vermaa","Dil (From ""Ek Villain Returns"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Faasle,Aditya Rikhari,Aditya Rikhari,Faasle
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Nafrat,Darshan Raval,Darshan Raval,I Loved You
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Jiyaa,Darshan Raval,Darshan Raval,I Loved You
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Deewana,Darshan Raval,Darshan Raval,I Loved You
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Haara,Darshan Raval,Darshan Raval,I Loved You
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Tu Hi Haqeeqat,Pritam,"Pritam, Javed Ali, Irshan Ashraf, Shadab, Sayeed Quadri",Tum Mile (Original Motion Picture Soundtrack)
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",O Khuda,Amaal Mallik,"Amaal Mallik, Palak Muchhal",Hero
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Uska Hi Banana,Arijit Singh,Arijit Singh,Arijit Singh Broken Strings
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Awari,Adnan Dhool,"Adnan Dhool, Momina Mustehsan, Rabi Ahmed",Ek Villain
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Musafir,Palash Muchhal,"Palash Muchhal, Atif Aslam, Palak Muchhal","Musafir (From ""Sweetiee Weds Nri"")"
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Kabhi Jo Baadal Barse,Arijit Singh,Arijit Singh,Love Dose Arijit Singh
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Tu Hai Ki Nahi,Ankit Tiwari,"Ankit Tiwari, Abhendra Kumar Upadhyay",Roy
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Zaroorat,Mustafa Zahid,"Mustafa Zahid, Mithoon",Ek Villain
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Beqadaran,Hiten,Hiten,Beqadaran (Reimagined Version)
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Kahani Meri,Kaifi Khalil,"Kaifi Khalil, Anmol Daniel",Kahani Meri
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Aaj Ro Len De,Sharib Sabri,"Sharib Sabri, Shaarib, Toshi, Kalim Sheikh",1920 London
"Waareya - Male Solo Version (From ""Suraj Pe Mangal Bhari"")",Jaiye Sajana,Shashwat Sachdev,"Shashwat Sachdev, Jasmine Sandlas, Satinder Sartaaj",Dhurandhar The Revenge
Lofi Vibes... (Hindi) 🙃,Tum Ho,Mohit Chauhan,"Mohit Chauhan, Suzanne D'Mello",Rockstar
Lofi Vibes... (Hindi) 🙃,Hona Tha Pyar,Atif Aslam,"Atif Aslam, Hadiqa Kiani",Bol (Original Motion Picture Soundtrack)
Lofi Vibes... (Hindi) 🙃,Maahi Ve,A.R. Rahman,A.R. Rahman,Highway
Lofi Vibes... (Hindi) 🙃,Sham,Amit Trivedi,"Amit Trivedi, Nikhil D'Souza, Neuman Pinto",Aisha (Original Motion Picture Soundtrack)
Lofi Vibes... (Hindi) 🙃,Tu hai kahan,AUR,AUR,Tu hai kahan
Lofi Vibes... (Hindi) 🙃,Iraaday,Rovalio,"Rovalio, Abdul Hannan",Iraaday
Lofi Vibes... (Hindi) 🙃,Kun Faya Kun,A.R. Rahman,"A.R. Rahman, Javed Ali, Mohit Chauhan",Rockstar
Lofi Vibes... (Hindi) 🙃,Yeh Dooriyan,Pritam,"Pritam, Mohit Chauhan",Love Aaj Kal (Original Motion Picture Soundtrack)
Lofi Vibes... (Hindi) 🙃,Rang Lageya,Mohit Chauhan,"Mohit Chauhan, Rochak Kohli",Rang Lageya
Lofi Vibes... (Hindi) 🙃,Woh Din,Pritam,"Pritam, Arijit Singh",Chhichhore
Lofi Vibes... (Hindi) 🙃,Deva Deva,Pritam,"Pritam, Arijit Singh, Amitabh Bhattacharya, Jonita Gandhi","Deva Deva (From ""Brahmastra"")"
Lofi Vibes... (Hindi) 🙃,khwaishein,jeevana.,jeevana.,khwaishein (Stripped version)
Lofi Vibes... (Hindi) 🙃,Hum Tum Kitne Paas Hein,Ketan Shah,Ketan Shah,Hum Tum Kitne Paas Hein
Lofi Vibes... (Hindi) 🙃,Ranjha,Jasleen Royal,"Jasleen Royal, B Praak, Romy","Ranjha (From ""Shershaah"")"
Lofi Vibes... (Hindi) 🙃,Chiraiyya,Swanand Kirkire,"Swanand Kirkire, Ram Sampath",Satyamev Jayate
Lofi Vibes... (Hindi) 🙃,Mera Mann Kehne Laga,Falak Shabbir,Falak Shabbir,Nautanki Saala !
Lofi Vibes... (Hindi) 🙃,Saudebazi,Pritam,"Pritam, Javed Ali",Aakrosh
Lofi Vibes... (Hindi) 🙃,Abhi Kuch Dino Se,Pritam,"Pritam, Mohit Chauhan",Dil Toh Baccha Hai Ji
Lofi Vibes... (Hindi) 🙃,Chal Chalein,Savneet Singh,Savneet Singh,Chal Chalein
Lofi Vibes... (Hindi) 🙃,Alag Aasmaan,Anuv Jain,Anuv Jain,Alag Aasmaan (Acoustic)
Lofi Vibes... (Hindi) 🙃,Husn,Anuv Jain,Anuv Jain,Husn
Lofi Vibes... (Hindi) 🙃,Ranjha,VIBIE,"VIBIE, Jasleen Royal, B Praak, Bollywood Lofi",Ranjha (Lofi Flip)
Lofi Vibes... (Hindi) 🙃,Raataan Lambiyan,Tanishk Bagchi,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")"
Lofi Vibes... (Hindi) 🙃,Jane Woh Kaise Loog The,Hemant Kumar,Hemant Kumar,Revival Vol.5 Koi Hamdam Na Raha
Lofi Vibes... (Hindi) 🙃,Mann Mera,Anubha Bajaj,"Anubha Bajaj, Karm Solah",Mann Mera
Lofi Vibes... (Hindi) 🙃,Subhanallah Lofi Mix,Pritam,"Pritam, Sreerama Chandra, Shilpa Rao, Kedrock, Sd Style",Subhanallah Lofi Mix
Lofi Vibes... (Hindi) 🙃,Kya Mujhe Pyaar Hai,Dj Vicky Belgaum,Dj Vicky Belgaum,Kya Mujhe Pyaar Hai (LoFi Flip)
Lofi Vibes... (Hindi) 🙃,Downers At Dusk,Talha Anjum,"Talha Anjum, Umair",Open Letter
Lofi Vibes... (Hindi) 🙃,Iktara,VIBIE,"VIBIE, Amit Trivedi, Kavita Seth, Amitabh Bhattacharya, Bollywood Lofi",Iktara (Lofi Flip)
Lofi Vibes... (Hindi) 🙃,Meherbani,Arko,"Arko, Jubin Nautiyal",The Shaukeens (Original Motion Picture Soundtrack)
Lofi Vibes... (Hindi) 🙃,Love Me Thoda Lofi,Swattrex,Swattrex,Swattrex Ke Lofi
Lofi Vibes... (Hindi) 🙃,Yaariyaan,Mohan Kannan,"Mohan Kannan, Shilpa Rao",Cocktail
Lofi Vibes... (Hindi) 🙃,Khairiyat,Pritam,"Pritam, Arijit Singh",Chhichhore
Lofi Vibes... (Hindi) 🙃,Baarishein,Anuv Jain,Anuv Jain,Baarishein
Lofi Vibes... (Hindi) 🙃,Kahaani,Dream Note,Dream Note,Dhun
Lofi Vibes... (Hindi) 🙃,Hawayein,Pritam,"Pritam, Arijit Singh","Hawayein (From ""Jab Harry Met Sejal"")"
Lofi Vibes... (Hindi) 🙃,Waqt Ki Baatein,Dream Note,Dream Note,Waqt Ki Baatein - Single
Lofi Vibes... (Hindi) 🙃,Mera Mann,Lofiwaala,"Lofiwaala, Bishal Barman (Copyright Control), Bishal Barman",Mera Mann (Lo-fi Remix )
Lofi Vibes... (Hindi) 🙃,Pyaar Ke Pal,KK,KK,Pal
Lofi Vibes... (Hindi) 🙃,Ek Din Aap Yun,Kumar Sanu,"Kumar Sanu, Alka Yagnik, Mann Taneja",Ek Din Aap Yun (Lo-Fi Remix)
Lofi Vibes... (Hindi) 🙃,Mehrama,Pritam,"Pritam, Darshan Raval, Antara Mitra",Love Aaj Kal (Original Motion Picture Soundtrack)
Lofi Vibes... (Hindi) 🙃,Parinda,Anubha Bajaj,Anubha Bajaj,Parinda
Lofi Vibes... (Hindi) 🙃,Ajib Dastan Hai Yeh,Lata Mangeshkar,Lata Mangeshkar,Lofi Chill Mix
Lofi Vibes... (Hindi) 🙃,Sach Keh Raha Hai,KK,KK,Lofi Chill Mix
Lofi Vibes... (Hindi) 🙃,Sajdaa,Deepanshu Ruhela,"Deepanshu Ruhela, Rahat Fateh Ali Khan, Shankar Mahadevan, Richa Sharma, Shankar-Ehsaan-Loy",Sajdaa (Lofi Flip)
Lofi Vibes... (Hindi) 🙃,Tum Mile,KSW,"KSW, Neeraj Shridhar, Pritam",Tum Mile (Lofi Flip)
Lofi Vibes... (Hindi) 🙃,Bandeya,Shaarib Toshi,"Shaarib Toshi, Arijit Singh","Bandeya (From ""Dil Juunglee"")"
Lofi Vibes... (Hindi) 🙃,Baaton Baaton Main,Shashwat Sachdev,"Shashwat Sachdev, Anumita Nadesan",Baaton Baaton Main
Lofi Vibes... (Hindi) 🙃,Ishq Wala Love,Vishal-Shekhar,"Vishal-Shekhar, Shekhar Ravjiani, Salim Merchant, Neeti Mohan",Student of the Year (Original Motion Picture Soundtrack)
